User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth
,VoIP_Call,,41.95709910504472,29.7413645388908,160.50431508900436
,VoIP_Call,,44.752004183599354,19.778546332838598,73.18682977509499
,VoIP_Call,,44.00469421324611,86.24873603224174,24.61491796938832
,VoIP_Call,,34.59132473476966,13.178835575032808,62.09552832477622
,VoIP_Call,,25.313187759169548,124.83992115058943,136.95799680139248
,VoIP_Call,,36.4598385567582,31.51787565461114,88.103124845746
,VoIP_Call,,23.67031293107695,5.260464509417751,23.929928498101184
,VoIP_Call,,28.334221956498013,148.8551151932189,36.53626036689053
,VoIP_Call,,51.51758710156159,109.93740415192813,137.3283239347874
,VoIP_Call,,44.04864799075866,76.75991931906239,64.32780292547824
,VoIP_Call,,22.479996703043735,58.04345228493856,30.15716336981065
,VoIP_Call,,26.261248529333358,145.75199346339485,20.43979695309398
,VoIP_Call,,42.994554695613644,125.22802669893261,183.22619244830935
,VoIP_Call,,49.43216820415795,155.3010708993141,175.0519345073131
,VoIP_Call,,17.410784429074766,87.12386587605499,47.626222242605465
,VoIP_Call,,28.95500411129774,129.1177400318558,83.4123542728487
,VoIP_Call,,51.72130669282618,106.17332870441244,155.89356319081278
,VoIP_Call,,51.21012069896984,74.3276127304354,178.3624588574272
,VoIP_Call,,33.70214808606994,138.1470386036449,59.04157189412149
,VoIP_Call,,21.224192897916883,135.28130283743067,167.2800936627427
,VoIP_Call,,31.41315833807012,9.965242607115844,57.32875076336078
,VoIP_Call,,21.917183369052495,33.21322402036962,136.9826766305624
,VoIP_Call,,35.83949784321973,54.28442112726599,189.69358931760712
,VoIP_Call,,50.533778012157576,138.09148908248343,86.96615012267199
,VoIP_Call,,22.618012065211396,11.072673841702326,155.7714194001041
,VoIP_Call,,25.653930458106064,146.65309464718706,67.58970902421851
,VoIP_Call,,18.164598769332045,104.38322094901635,119.15437269358792
,VoIP_Call,,21.64204497806552,114.57500713918876,112.60662048862434
,VoIP_Call,,26.29787233155494,15.919942493640761,69.03046677207234
,VoIP_Call,,17.424807038370396,78.11077131854151,108.1859526966271
,VoIP_Call,,27.039132298159032,142.68061290656297,141.7607779378642
,VoIP_Call,,36.47918611773921,25.15648179604774,167.5059171546895
,VoIP_Call,,31.674222263253007,138.01856829142906,76.51699954434649
,VoIP_Call,,28.95140543324473,51.01208841097677,91.97885450095553
,VoIP_Call,,45.530397145817176,3.653198035516114,51.555268582275104
,VoIP_Call,,27.153361514042253,94.87862229493614,80.93652759763674
,VoIP_Call,,40.68247922431007,29.62260418926682,20.248233774114315
,VoIP_Call,,31.45680591345083,164.2989433223966,161.35597598360098
,VoIP_Call,,21.904405953345364,28.13700210726523,102.05715911850957
,VoIP_Call,,48.867417017540184,11.696960482793132,112.4388138317242
,VoIP_Call,,22.383048345756087,121.68134554077277,69.02610891182894
,VoIP_Call,,35.47842643170493,65.83476155206704,37.13452774975273
,VoIP_Call,,43.522916400719566,23.640652776078678,138.70969511580012
,VoIP_Call,,45.25356933969968,150.34935009561897,125.92128376443989
,VoIP_Call,,44.953759592235315,83.66552753276706,116.35440715834193
,VoIP_Call,,19.018805475846342,136.3856876877153,86.58778429418797
,VoIP_Call,,51.26049970594537,53.44096842140762,40.660413921698314
,VoIP_Call,,31.704451882162495,110.85772330696201,189.10817707008317
,VoIP_Call,,48.19743195086074,144.82255032360246,66.03451242706319
,VoIP_Call,,30.44038118800256,164.68125622514717,6.871643357947419
,VoIP_Call,,18.274888336835076,36.969951254706594,126.27917174107552
,VoIP_Call,,47.56127188903779,60.86344559362509,151.24119044454045
,VoIP_Call,,17.774760544154365,72.4844291652068,49.87017433295332
,VoIP_Call,,28.689907039666778,150.02020305042169,41.542351272712175
,VoIP_Call,,45.8311742235195,106.17556659030281,19.056843572247885
,VoIP_Call,,19.157056654248773,8.179979041087474,143.414186093058
,VoIP_Call,,32.585068996592675,129.60731274692102,35.94756494518159
,VoIP_Call,,18.152882435295627,80.53658307577732,69.13445402372086
,VoIP_Call,,27.060192828818458,65.09260347459113,124.07862382155334
,VoIP_Call,,46.63793598748137,131.5640829200959,105.39261345913988
,VoIP_Call,,39.830121693233295,152.5609637898766,66.83449568720394
,VoIP_Call,,22.14017983830434,110.33012105659697,113.18636939976811
,VoIP_Call,,42.798470246759045,15.917024565820018,101.48894579791487
,VoIP_Call,,32.66415956855699,22.499615444563126,153.47046794784646
,VoIP_Call,,36.92064447097553,155.98100886710213,159.82727012371836
,VoIP_Call,,39.294248592851986,47.877587520991874,119.11939194323634
,VoIP_Call,,51.59744682776416,109.1999336538699,132.01210087579992
,VoIP_Call,,23.6847466333636,62.82111114820518,136.76192880168156
,VoIP_Call,,32.118803899661486,106.1011236588648,5.484052949327482
,VoIP_Call,,41.51439758797653,41.10014825661157,98.24991117415392
,VoIP_Call,,25.69104196157928,108.02549626981117,147.78900234601196
,VoIP_Call,,24.45870877930687,28.073398147705213,55.18721477568693
,VoIP_Call,,30.944524291900642,9.649307027098486,88.51709813043078
,VoIP_Call,,39.21996435435581,76.97158859799673,117.85570137852206
,VoIP_Call,,42.18358994185907,132.78501606261554,57.79755421460668
,VoIP_Call,,49.858880436276685,153.7357534613258,117.31284539669046
,VoIP_Call,,44.687600215069345,113.39244265947941,107.02529631926514
,VoIP_Call,,19.438791442705533,150.021961583713,169.07683118026023
,VoIP_Call,,29.562418337018784,159.68313906029795,94.83890766743423
,VoIP_Call,,21.99570414079315,84.92173259251688,65.0360778997531
,VoIP_Call,,33.69206057216693,150.684476174286,39.63838444556311
,VoIP_Call,,18.4947294408334,78.61329113309714,84.89888561825425
,VoIP_Call,,41.226199678246175,123.58027875375986,17.59766878776518
,VoIP_Call,,19.27205100419357,123.25754555728403,69.51622566262785
,VoIP_Call,,40.284618057725424,58.25217955947527,138.51810113753604
,VoIP_Call,,22.43474597570397,131.5788067557287,9.518957064484928
,VoIP_Call,,19.507821150321885,115.31235197036763,84.78487641624103
,VoIP_Call,,30.02552787814171,54.35742813905013,96.17099529553
,VoIP_Call,,29.066449638057193,53.05046175866135,173.8023462132915
,VoIP_Call,,29.307103727738358,62.97129912826186,132.06255788863567
,VoIP_Call,,38.633372781229866,50.55266861202856,109.11238133366378
,VoIP_Call,,23.186893015207023,29.65482607828114,110.14096212173092
,VoIP_Call,,28.981447905189547,41.356203941634675,166.48665219096551
,VoIP_Call,,31.147035699444096,46.84997466507328,181.31234687140454
,VoIP_Call,,38.89374470433273,36.763239557935826,71.96196882299664
,VoIP_Call,,26.38342588533868,148.809401374062,51.13780300924418
,VoIP_Call,,45.16421164382491,45.96872914191661,74.77623289896216
,VoIP_Call,,45.00904558318906,91.11773140266008,69.05217320283303
,VoIP_Call,,26.43997954440524,147.51525525800403,121.03549363491584
,VoIP_Call,,35.500718502513784,6.799293147409955,85.18407848944845
,VoIP_Call,,38.84902089053903,163.80248602030952,134.969444018302
,VoIP_Call,,34.33494381488016,21.526785636170658,114.55066727314544
,VoIP_Call,,22.624018321086435,134.78394144461527,135.10743575764516
,VoIP_Call,,51.49999235442991,84.6115171547267,65.54380503131604
,VoIP_Call,,28.313369155859384,163.62179778969355,25.378645297163203
,VoIP_Call,,45.616248635651054,1.2854050689522523,126.59745019191986
,VoIP_Call,,29.199029301707203,18.670822778053434,114.74173130038002
,VoIP_Call,,51.181606413236025,44.96781415094309,125.06286425817177
,VoIP_Call,,42.990542949705954,111.17817607659062,89.7852406390292
,VoIP_Call,,20.009446124270713,108.2766592365329,149.9007210648042
,VoIP_Call,,37.73928468785104,152.15996773232393,48.94911956995094
,VoIP_Call,,45.70023427371773,161.38334446014446,158.35334067999676
,VoIP_Call,,46.51200109452718,151.84729712758397,173.56702796731452
,VoIP_Call,,25.009600449246307,23.596047460960328,107.73834579283067
,VoIP_Call,,50.66417381459046,105.38710028645687,23.147340086796483
,VoIP_Call,,50.29162676183118,154.5928295204133,27.780350944866782
,VoIP_Call,,27.41232234936135,168.90521688774513,74.1802989208798
,VoIP_Call,,41.51686539049453,107.1314281148347,183.284095275207
,VoIP_Call,,31.712389177404322,116.75315978611282,139.7804034449105
,VoIP_Call,,21.481284089365204,65.44733598693205,22.154320963968892
,VoIP_Call,,24.033752612898034,16.933450900497384,99.87152013735451
,VoIP_Call,,24.545212948479865,73.55622105971159,121.02774526736613
,VoIP_Call,,33.369463952682224,18.70444027230559,33.126766916931835
,VoIP_Call,,37.3991255015372,96.0137971949022,139.9572416416097
,VoIP_Call,,32.813216075943714,91.98732338596932,114.10996160358987
,VoIP_Call,,30.476181489685132,68.49862201459196,27.458229812048828
,VoIP_Call,,49.61161015716614,129.34543747905144,1.8313030334001168
,VoIP_Call,,23.424190136776364,39.143678274768725,48.40370340343027
,VoIP_Call,,32.49702117444969,119.0781295542423,134.966248201345
,VoIP_Call,,20.37770989694177,1.6993812931728935,175.74899834124025
,VoIP_Call,,26.717573108276753,166.504728640851,177.0919652124796
,VoIP_Call,,36.65014528214797,104.85798109552724,87.6230007746065
,VoIP_Call,,37.279330043396534,136.53316512347405,143.47783271660896
,VoIP_Call,,21.124046440377896,31.416975894947882,144.92054900339454
,VoIP_Call,,30.027903147460005,39.47637265577378,123.47117733089026
,VoIP_Call,,19.284378429138155,50.88396200131781,38.83765061942968
,VoIP_Call,,46.517114976491314,26.016535835103873,128.7699351039109
,VoIP_Call,,28.644844384081495,89.56497590246457,130.92005044140288
,VoIP_Call,,22.60847138570942,140.74084881371442,161.54968983393434
,VoIP_Call,,37.11683302137379,35.27098569225749,23.080968503205344
,VoIP_Call,,41.85872420585292,119.16008036741832,60.64622193566517
,VoIP_Call,,40.690458870983065,140.6275949381465,154.53485515786866
,VoIP_Call,,40.99215904866577,104.78751142961599,73.01191263675007
,VoIP_Call,,19.341013608563298,116.4662170982619,153.01718889244344
,VoIP_Call,,46.44473983397508,24.551426392753335,165.78954707555366
,VoIP_Call,,43.3498140252739,72.40944308142475,5.815355791425557
,VoIP_Call,,40.70746424351671,49.08854329266425,106.43275444731283
,VoIP_Call,,35.873049043104416,64.8089092075951,5.3272065859817
,VoIP_Call,,42.76747928446311,147.68402002210757,109.78109006606765
,VoIP_Call,,31.129440395420442,4.676950477412145,62.0216143524909
,VoIP_Call,,42.611320723107745,1.6446445750605654,33.33910820483046
,VoIP_Call,,47.020801863743465,121.7474865249032,39.23699713449185
,VoIP_Call,,41.80376217135277,7.170549105310894,25.21464525320019
,VoIP_Call,,31.6574486747353,118.23006399495027,60.45619077844492
,VoIP_Call,,41.9342821123369,109.29909217157913,179.01867907975222
,VoIP_Call,,32.321961782906314,35.6262490355094,150.95019719117232
,VoIP_Call,,51.60104110098201,4.00429261784752,17.350806756787208
,VoIP_Call,,27.246573139664186,101.12879325420627,95.63826613197904
,VoIP_Call,,30.352885758318457,9.468288441210671,5.991263803707541
,VoIP_Call,,32.02888710032673,66.8392055965751,0.831892508603782
,VoIP_Call,,35.24382875605596,155.40771329132724,20.218709529218845
,VoIP_Call,,32.64124543755675,117.04067433386741,150.71421457949162
,VoIP_Call,,26.86509991928245,38.92830594653952,42.49260712162303
,VoIP_Call,,47.25646669341154,85.7829193504583,29.610463490142276
,VoIP_Call,,38.19147479293096,144.83222245236857,1.481747011796185
,VoIP_Call,,32.301125363755965,30.50372049814748,83.17963228759945
,VoIP_Call,,31.685920100605195,51.55630244214612,103.26672098014495
,VoIP_Call,,50.92989226953591,125.2428507946177,94.76795731808211
,VoIP_Call,,43.358611232735214,94.98751901527328,60.39281866562653
,VoIP_Call,,26.5746035042282,145.8392776924016,58.16647788134364
,VoIP_Call,,48.84307713447433,132.00044399006813,123.53091187420965
,VoIP_Call,,21.04087380626349,73.3532583142131,50.51755318758253
,VoIP_Call,,40.15201207361145,123.56400287662105,63.83186696924541
,VoIP_Call,,31.565734340123782,16.701454083003267,40.79048672460602
,VoIP_Call,,44.96854052756811,8.892729071745451,94.56892690476667
,VoIP_Call,,17.15939481649461,78.13909227678674,17.529212868457606
,VoIP_Call,,44.39691587616758,44.602029771280456,165.9989073783341
,VoIP_Call,,21.034393036375462,18.451072713108953,80.83016592797861
,VoIP_Call,,32.51280516836563,55.57311397032917,6.920929109264842
,VoIP_Call,,37.31441864077716,17.8515257967824,102.47656275075872
,VoIP_Call,,34.66202761055581,88.12460638200626,13.763527336435807
,VoIP_Call,,29.800897081988033,11.587120515419391,19.627164801222428
,VoIP_Call,,50.445533213194395,9.069542295721206,132.5559101851736
,VoIP_Call,,39.35259650589231,29.35361632882663,143.0828050024107
,VoIP_Call,,48.75788139067126,62.23243557154965,184.11540633585082
,VoIP_Call,,28.858615295927784,23.457104723933295,1.024528340216193
,VoIP_Call,,35.87833602257708,155.7288615134719,19.893836003670486
,VoIP_Call,,34.06140960500711,40.784782376519274,122.61508164174185
,VoIP_Call,,34.86604774237061,125.44053447145234,5.346268050711441
,VoIP_Call,,22.746223738053462,128.06056866745868,6.697143251837236
,VoIP_Call,,38.80737337140988,62.57970371920978,121.50100647974989
,VoIP_Call,,25.582879228286803,13.776608505122343,130.80625129526024
,VoIP_Call,,35.86468055525656,48.66916253257614,173.46889796676192
,VoIP_Call,,38.791380333724156,93.80328908126464,85.85998599631183
,VoIP_Call,,38.50823090968258,41.96774022464851,8.414567406909562
,VoIP_Call,,37.85772669096949,3.6033689692595114,66.79044727583658
,VoIP_Call,,19.922883659810584,166.26989774629544,30.42687352211484
,VoIP_Call,,20.43634476841122,157.95186466934962,85.66595962778068
,VoIP_Call,,35.83849618325024,53.36878965039969,99.78801535204002
,VoIP_Call,,38.20391425262524,1.7125465521610383,49.21694300126768
,VoIP_Call,,51.51829009772557,72.76493526345216,117.17192647431398
,VoIP_Call,,51.03133988233651,33.28661079685041,153.46263824099748
,VoIP_Call,,36.52743462469364,3.9601648228195305,123.34639475415642
,VoIP_Call,,26.291584778419942,55.73836558455074,73.72570101185197
,VoIP_Call,,22.424958036298364,167.10070173872435,25.683163744371612
,VoIP_Call,,40.03095978519035,136.19869113252344,108.21219152512474
,VoIP_Call,,42.37400687208305,101.72723646951249,185.40721575549185
,VoIP_Call,,27.78782100809139,95.50081112216783,65.43915973544544
,VoIP_Call,,22.707535105722698,4.334296921345858,37.43801326968999
,VoIP_Call,,43.0418091977683,15.219261301258125,61.036251780661665
,VoIP_Call,,28.63587007647179,42.52305491955079,26.546631534473473
,VoIP_Call,,31.36109849979541,77.12109308647074,111.66107723481484
,VoIP_Call,,24.902274009382474,19.61421099280645,51.03249750843946
,VoIP_Call,,24.637676369628583,163.01427779703522,79.42582671667512
,VoIP_Call,,20.478093216431464,92.70614369491516,173.10152637715987
,VoIP_Call,,32.11325323531727,93.748646306705,80.80954505320459
,VoIP_Call,,30.27078826777524,18.42693770182103,16.808360834635366
,VoIP_Call,,18.001770910830054,156.0439101538137,16.35974222046883
,VoIP_Call,,32.36114476279611,102.57826951232013,10.453090326047558
,VoIP_Call,,28.36686446989249,99.16089346556241,81.095126723504
,VoIP_Call,,26.72025796569799,63.60905596604317,178.24089909616174
,VoIP_Call,,40.47999764004693,145.07118830689822,6.361740696538268
,VoIP_Call,,17.442113695414594,137.4590497558335,37.236739731201915
,VoIP_Call,,43.51083297282763,70.63767688193583,118.6598192198247
,VoIP_Call,,41.69203024466627,158.73093078069144,130.54320829061237
,VoIP_Call,,19.308117814590812,10.599680984692414,76.9449478030986
,VoIP_Call,,35.33137964539888,145.83672393544268,18.102057971876327
,VoIP_Call,,50.16516112112614,6.192714118035642,94.32315443475946
,VoIP_Call,,47.948068096276245,73.10966949669594,3.4844617970304634
,VoIP_Call,,24.995703457119035,76.86647707862616,70.3296055627558
,VoIP_Call,,21.371447096363106,115.22436737517334,75.27612499854284
,VoIP_Call,,35.80230245766016,101.0120835931212,118.08600699850727
,VoIP_Call,,24.963935871135224,116.46491039418046,69.11944191998549
,VoIP_Call,,43.275641745406716,58.44619890108737,104.48526777899065
,VoIP_Call,,40.1142698131734,147.8415151273842,120.6404516866934
,VoIP_Call,,48.70048077626416,129.21216973379447,179.84070747052198
,VoIP_Call,,21.42230926534814,7.81698866755946,159.39285462139037
,VoIP_Call,,41.4516010525567,94.97657334391862,58.7788282675559
,VoIP_Call,,49.606258308012464,25.266714299544173,125.56970810329679
,VoIP_Call,,20.086807850978378,128.82297027607635,95.68510697474477
,VoIP_Call,,38.91024340963507,8.879795350904317,9.74081859140868
,VoIP_Call,,23.621154393966748,67.3152140101355,1.8567676259173183
,VoIP_Call,,50.181174496420724,40.72442513153943,94.54629404845531
,VoIP_Call,,45.581670662624305,142.96333007363071,44.16760231010769
,VoIP_Call,,17.418348822058604,49.1443189878438,182.72089459546717
,VoIP_Call,,45.41615039805147,11.641914515906125,136.7719081164105
,VoIP_Call,,44.07997109280196,27.111486361649998,153.91110494717296
,VoIP_Call,,45.16030042533943,2.5588091029758484,19.485759080538678
,VoIP_Call,,29.758039745727324,75.7070003136136,97.65287961934274
,VoIP_Call,,48.16307130982436,90.35307234684447,181.01991985874517
,VoIP_Call,,34.14512439557831,82.18668644393881,44.43633538513831
,VoIP_Call,,50.343042354672285,101.48366448304726,99.1672210947187
,VoIP_Call,,24.85382329986985,33.665533254971585,72.74340479080544
,VoIP_Call,,19.964996627196427,71.96140598079022,80.44917256388118
,VoIP_Call,,45.38710851005554,82.53367895894705,144.62844546096687
,VoIP_Call,,20.057008526110288,24.772967095267685,117.22948621796502
,VoIP_Call,,22.69784284678268,23.501641336932902,2.1661715485872532
,VoIP_Call,,29.687154795737527,42.236203273349474,15.059842527765708
,VoIP_Call,,32.06001235492915,9.153811980674138,126.25713850439836
,VoIP_Call,,21.311817134549177,9.594607628716734,152.2189269047806
,VoIP_Call,,24.38990491669744,1.3779878796502198,151.7210073765191
,VoIP_Call,,46.506637258232985,118.6152759555022,159.99745812371097
,VoIP_Call,,36.08146520462488,134.55232365504972,145.6044642960392
,VoIP_Call,,40.553935403221516,127.84798309446614,10.58265972464381
,VoIP_Call,,36.227988992575746,25.29530127034475,95.28057865669322
,VoIP_Call,,35.35143390111146,169.56648818414521,188.0799821230222
,VoIP_Call,,42.33568656567354,76.82016330045299,174.37730511268722
,VoIP_Call,,21.209312772249824,33.452519565123175,28.764800514898592
,VoIP_Call,,24.15919182957363,168.85637870597785,37.954343411288626
,VoIP_Call,,23.477312377098556,79.2742028798221,143.83710999473993
,VoIP_Call,,33.816284981135254,71.259875052295,34.77467661058802
,VoIP_Call,,28.755059604385494,169.9877999970494,111.95248008786376
,VoIP_Call,,48.22836948809049,127.02084587838844,14.093965706089858
,VoIP_Call,,32.74590116631535,101.96178897045235,92.74011989365376
,VoIP_Call,,41.70049592077041,165.79350690092292,144.6686741168715
,VoIP_Call,,37.6088995624848,108.46455609615889,145.4698934061069
,VoIP_Call,,43.169808863593396,130.41999396292005,47.742935169071984
,VoIP_Call,,48.520199192891354,34.13657064967655,110.08487691858784
,VoIP_Call,,29.958271661278566,28.803349484514985,151.31373207940618
,VoIP_Call,,45.72331998628778,11.066659698314673,101.0607431923274
,VoIP_Call,,20.18484640147259,106.09364559608234,67.70429147546373
,VoIP_Call,,34.90682832709861,78.11489944304344,102.29961491108276
,VoIP_Call,,49.996156361805795,165.90719444175076,154.70790330879728
,VoIP_Call,,38.334644948138106,36.715085349642344,109.09142292885329
,VoIP_Call,,21.82756441797679,63.146087505344404,149.6049555834527
,VoIP_Call,,18.714989965809153,15.83765288148436,129.70518911715203
,VoIP_Call,,40.38676843066884,86.70651250884458,160.43521657120465
,VoIP_Call,,49.050964767815074,51.84431811510323,63.39635276946767
,VoIP_Call,,43.83722891428292,13.166554084875925,12.109886184040203
,VoIP_Call,,50.7044325592643,62.605772011651176,115.60672249406404
,VoIP_Call,,35.191685379932196,103.60518241019896,133.2452223372975
,VoIP_Call,,30.84110184937412,83.40986455522209,180.54662503595137
,VoIP_Call,,22.675490733096677,98.95854460901526,148.49827122098716
,VoIP_Call,,25.771483178399713,32.52385112723083,120.82047408920693
,VoIP_Call,,19.592314780739375,149.69186001250642,52.869260960860025
,VoIP_Call,,17.399418541026158,21.009478838976772,116.08874302682388
,VoIP_Call,,27.96619768484966,24.16448149200168,99.43236232657847
,VoIP_Call,,18.271320727178185,139.15717256091972,138.65857079120556
,VoIP_Call,,24.43545678314105,105.65874609245657,38.28692778981466
,VoIP_Call,,22.293142220707093,32.38058600193717,44.29399714470567
,VoIP_Call,,17.218845061345835,156.91170228932583,112.97413234300052
,VoIP_Call,,50.431127123900986,56.38051276184358,87.60739070427744
,VoIP_Call,,43.405645563647376,20.806418324323698,122.30591955276473
,VoIP_Call,,36.35036128214382,4.28144040605572,109.13906055222418
,VoIP_Call,,45.96654739861141,36.659817671043726,75.95547953976408
,VoIP_Call,,23.508969106191827,26.300937637449103,101.56537124351054
,VoIP_Call,,44.744192381319635,61.98234497928597,182.53216244663832
,VoIP_Call,,50.28859544368967,48.99775999249722,153.98078297653214
,VoIP_Call,,46.169928064226724,28.208022022751155,140.89034546035046
,VoIP_Call,,24.76274828258268,131.89612815549887,141.96922942975823
,VoIP_Call,,33.863494672888116,3.015976889438422,4.253293046109681
,VoIP_Call,,25.457362583476133,100.19922998597887,123.46998759666585
,VoIP_Call,,36.045855218947835,93.2728699862103,104.75087555330559
,VoIP_Call,,17.500910198745704,144.01647496409927,185.8534831562158
,VoIP_Call,,30.431348402833294,92.89227445978939,69.84052094383905
,VoIP_Call,,37.50149733696387,104.22672465618652,150.75868679418645
,VoIP_Call,,50.46610736909555,78.80546732127667,46.0508943225978
,VoIP_Call,,44.11882085217293,118.52896434093222,37.37803349641676
,VoIP_Call,,21.836203578829625,87.91833370955183,30.85618999394695
,VoIP_Call,,20.468440701405058,28.491224666339516,14.978737696470915
,VoIP_Call,,49.59964984536404,131.98524243611004,25.978721046496656
,VoIP_Call,,34.01200201129601,53.48263623851488,181.014519335859
,VoIP_Call,,22.149511807773088,20.41873054733179,142.7151018491905
,VoIP_Call,,29.010214131826046,165.97283519734117,158.54269681950166
,VoIP_Call,,29.169007493839302,123.18219061430179,91.9014690049661
,VoIP_Call,,48.42861597170636,163.01779734505584,35.334453886662736
,VoIP_Call,,20.61514430696473,65.77613572313732,129.57793008076385
,VoIP_Call,,50.254188386062864,70.72743376645428,42.850652420731876
,VoIP_Call,,29.04624933726366,53.885155614354396,145.6871564991626
,VoIP_Call,,47.99620055038916,153.7288661640478,80.36403282432293
,VoIP_Call,,49.58458652897875,60.89288923596174,31.484819126403895
,VoIP_Call,,44.19035980270533,41.692717112859604,172.39778933183067
,VoIP_Call,,50.89650205113541,91.29117338658187,130.02249730551372
,VoIP_Call,,19.10809745882639,162.31169926417908,131.30722847893375
,VoIP_Call,,29.978823473146573,57.05609838196462,53.97472875242705
,VoIP_Call,,25.8457993688176,11.109623662008346,167.9039872882279
,VoIP_Call,,44.986595802522515,118.96483293995857,160.77835603726993
,VoIP_Call,,43.932475940102606,135.3430025193606,88.67467690666635
,VoIP_Call,,37.559079132669716,100.7689302420341,92.7997265355702
,VoIP_Call,,20.385441609595002,110.1599726263261,37.24358711449358
,VoIP_Call,,48.092179826178565,80.9314322893935,159.86064989846233
,VoIP_Call,,17.585857756800618,157.4963231586028,115.9795516203124
,VoIP_Call,,44.829596378797135,99.73855330594105,53.17903753676054
,VoIP_Call,,45.76523143635649,73.21331369589551,112.0406541875031
,VoIP_Call,,17.91285642674039,79.57694568368373,138.3637726576023
,VoIP_Call,,20.040455660155033,10.303591567323078,119.05396698032116
,VoIP_Call,,41.20774296098969,169.3945001768632,179.1186766227307
,VoIP_Call,,47.81197299479629,51.2347070423807,102.74008461829648
,VoIP_Call,,31.82083696596882,127.38901536331088,126.9044983879545
,VoIP_Call,,32.22214969023338,121.52302537555921,127.06768703065752
,VoIP_Call,,51.83149139236478,92.7466792600399,167.7537908056703
,VoIP_Call,,17.852727113910472,11.80626776599763,169.82826692155956
,VoIP_Call,,37.59994092381463,98.42077554301068,2.016599364347474
,VoIP_Call,,40.87021215826073,151.64958573183267,52.058458270591
,VoIP_Call,,19.497006327293814,130.57109402966074,153.0610870956725
,VoIP_Call,,18.60278570561267,20.39537935788334,2.7363429409564133
,VoIP_Call,,26.311552016049983,13.747073479371277,189.5745775744423
,VoIP_Call,,50.51445462514541,99.96665906470948,187.83499181686528
,VoIP_Call,,41.764228456204634,146.90092071501894,14.030886256136085
,VoIP_Call,,39.702668008319435,160.23511994828738,102.13421639710529
,VoIP_Call,,32.235317410419384,65.49211834309816,171.33814625158263
,VoIP_Call,,26.10269393976054,120.60914526415021,116.52437997407458
,VoIP_Call,,23.25289436222672,44.19774242172024,51.859002075060936
,VoIP_Call,,44.271440988493794,151.90799711355237,87.15913955818544
,VoIP_Call,,38.655628748528414,117.61337952436577,92.21053269560691
,VoIP_Call,,20.910998789906177,69.38457859183076,117.3393092030688
,VoIP_Call,,40.94247282624683,54.13339434994608,16.40666790582572
,VoIP_Call,,24.489035019373038,144.95580113516928,90.73405905639852
,VoIP_Call,,32.153368842627884,128.72621209285433,12.03073353302998
,VoIP_Call,,30.576491761922213,59.06107326332919,188.29298870223974
,VoIP_Call,,51.77906006177199,96.16999701369778,96.18766530941957
,VoIP_Call,,30.215558139783703,42.37023655630153,64.57485337130738
,VoIP_Call,,29.6991578846476,84.95479938557723,125.6206105639007
,VoIP_Call,,51.21176673911218,82.72448667665812,108.81812884259486
,VoIP_Call,,47.89977670342173,81.8094770662088,137.93209415084397
,VoIP_Call,,23.325072155036175,95.05300766841157,77.97951207385158
,VoIP_Call,,30.211244078738723,59.03745227714053,34.4633688261848
,VoIP_Call,,18.31809636460202,97.93760887204546,81.83649913086651
,VoIP_Call,,20.13897168030833,121.07076613320517,130.13700785315177
,VoIP_Call,,47.98051680157765,97.11993166167503,138.57279330379168
,VoIP_Call,,41.8685636487631,136.31268860546186,46.72825297585048
,VoIP_Call,,35.73820919184624,92.5992376333726,93.39749984627487
,VoIP_Call,,34.795278997297174,31.928679374913372,18.35101110611869
,VoIP_Call,,33.46264417496913,115.34014032213527,38.28277873193728
,VoIP_Call,,31.531507803157893,77.0795223531637,11.324262080114094
,VoIP_Call,,23.153121284718182,159.63401573347286,0.33560742192780935
,VoIP_Call,,21.765225132194548,107.59270683276098,56.5288661672365
,VoIP_Call,,40.04598706134098,18.151183350223704,150.65142822105423
,VoIP_Call,,39.54539823417426,115.61151366755067,21.409583528221347
,VoIP_Call,,28.856905214812393,26.982795190915642,178.0017748180866
,VoIP_Call,,50.557252631921386,40.83803655198606,102.54879966388393
,VoIP_Call,,27.44078321920299,63.68170430400857,103.6906391646809
,VoIP_Call,,47.032464273087726,92.61021679934925,134.23635336829582
,VoIP_Call,,40.80759098754152,60.75823445571483,45.46476366745036
,VoIP_Call,,45.22937674070437,156.37043771007652,68.25599704127745
,VoIP_Call,,40.03095339298261,140.90600548195144,35.56140076232397
,VoIP_Call,,42.26578675620833,55.57245293272022,29.151425225924747
,VoIP_Call,,19.611758264430897,37.624216213797624,110.45859735493099
,VoIP_Call,,35.730905536107436,30.354072313316035,26.451516095886817
,VoIP_Call,,25.33553225725079,73.69268120342565,145.07026091346427
,VoIP_Call,,43.43682111801235,134.2657831535338,159.24661720627276
,VoIP_Call,,36.4930528433894,81.16739458157825,103.3571270884083
,VoIP_Call,,41.679548892848146,155.54106197714398,145.66233989184383
,VoIP_Call,,35.42112420972522,126.17965374217587,182.0955873607394
,VoIP_Call,,30.13694185961957,14.16364457326302,164.64667391106403
,VoIP_Call,,42.338879360083524,135.2602441432805,136.56998907306553
,VoIP_Call,,20.817945446488057,122.19997075452112,168.3779455591008
,VoIP_Call,,31.631518964641096,117.26719341407608,15.61397312774449
,VoIP_Call,,19.58391344328156,67.29554257593153,74.80565202587704
,VoIP_Call,,35.522291270736076,9.496329340919287,131.70784683908713
