User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Efficiency
1396,6,-47.81964929829348,32.9361800702712,11701.651843277294,15136.796632963693,131.4134030175879
1397,6,-54.08225241976683,39.105792570143926,5521.080494768767,6252.321370422012,64.8596793135624
1398,6,-68.09406823967731,37.35062708473167,10564.293853424277,6503.564913205137,69.72419219255909
1399,6,-54.65801227397528,24.991824871214263,1156.587539079418,13105.629334589295,133.84856374838634
1400,6,-82.87378502189132,26.374077414655986,3913.372117279037,13557.162069147163,134.03136246184218
1401,6,-83.05524490658844,36.48495485970081,7948.263915185516,1027.9817336951555,37.514186654256754
1402,6,-72.2341487316584,25.471049621455546,5823.821887129434,6974.717965450844,95.05058044867312
1403,6,-47.5529936787655,33.545988049944384,10603.804002968847,5792.214149725555,72.50605716888236
1404,6,-55.83142198543926,41.61690841584579,4870.919376085358,12457.3081476763,98.4733539994971
1405,6,-42.8445533022205,50.017789068356656,4898.14117319335,2242.838693827919,19.489295116175676
1406,6,-57.32291110868076,36.79260206920288,10768.37988991048,719.6742082963276,35.028140678371365
1407,6,-65.53979556256968,52.52746378386884,7648.249537399055,1861.6966138341752,12.398306243800631
1408,6,-64.29086798788389,42.25733528603498,13819.180751858275,4081.580224867855,45.496509011591314
1409,6,-64.3282314566706,42.32947482139291,12083.980613810638,13112.56938852009,101.1789115866079
1410,6,-71.32696640704083,31.710627377677028,12776.682757509649,6700.928739086663,81.58556253716407
1411,6,-77.99650958735074,35.04575660869758,1978.212154655737,10434.354873692817,98.36833397344546
1412,6,-65.60126067045219,52.55114461458334,5894.558470856701,8499.385811586137,53.37969098290169
1413,6,-72.9123953130799,49.22333204230631,14622.904092529096,8879.345709797175,62.007029388813216
1414,6,-55.78204004269679,27.936092751793787,3802.390456144653,9214.432301179842,104.24272675663578
1415,6,-60.248351548343805,32.9567829370274,7152.338606835722,13720.89690157014,122.62317157371214
1416,6,-45.545907162689865,29.88983026255981,14083.92776302296,5795.744937424747,79.42629109393471
1417,6,-52.798959772427885,19.49763189911721,1561.0663976845387,1086.5939308114716,69.92800823125462
1418,6,-80.42777543868586,49.20394008605391,11440.341230990183,15389.581577686826,102.28192314207273
1419,6,-72.47171321985566,36.346136452484814,8109.504471243003,9930.873756262006,92.80288343545732
1420,6,-51.843938791057646,29.505904048389525,1699.2972149088753,2560.963549931178,60.157223223324316
1421,6,-40.77988258142378,44.12890070973519,10872.56799692203,4539.098604358677,44.793071801957495
1422,6,-75.23953657467905,20.927079744470664,2523.568017261687,1382.0948243052735,69.05736145342445
1423,6,-69.75956289395259,30.82336578668604,6753.170605303868,12460.132196984445,118.85598358575288
1424,6,-69.55374929572108,39.37803228301132,6934.759964684912,6537.981615275288,66.11162126824536
1425,6,-62.4122010469117,24.382954790741493,5563.008875409377,2002.734129911276,66.37287459870825
1426,6,-70.76553757790086,36.868896390851006,8643.989147920805,15391.304498828356,125.56623947997596
1427,6,-65.12810115382517,33.91822815603758,1093.5392577920366,7060.208347848935,79.64090458723504
1428,6,-45.70777885946532,35.4556538215237,4904.273430102408,2291.545960842298,47.26607067068707
1429,6,-48.059676764645296,52.05203975427365,1438.686870520637,14091.296732196655,88.88374325643343
1430,6,-82.08812748384904,30.32575657389489,8739.481496405937,4232.19370895208,68.93982978075974
1431,6,-76.3766329844405,37.32490595768108,7783.903569354419,13713.166741067524,114.33365164008214
1432,6,-57.60565391657365,36.64247882895765,813.3623027938097,6489.318406173052,70.97226651802876
1433,6,-59.08522489317674,49.45536899798441,5899.931122260035,4152.919111583585,32.35624295878387
1434,6,-69.36572551200702,51.31141910777399,2812.296119952051,11436.751131557252,73.8739907778211
1435,6,-44.44723048951528,47.6937852560035,10676.652410346744,11121.338008395189,78.7502173803184
1436,6,-75.47509697442096,47.75511488815603,5665.726487448243,14333.842606004036,98.49027021413936
1437,6,-75.40786373123954,50.5883724721057,742.3517844590045,15531.509750759891,100.54701271345618
1438,6,-70.17660202513987,31.412025815980613,6369.505958565607,4069.86623945725,65.88695555641446
1439,6,-84.72052153457021,50.76768425246453,3175.0793751560104,12442.456341641218,81.1159435372776
1440,6,-58.67556900924731,36.69707136214386,13624.736706319194,14340.411356121109,119.39510325067043
1441,6,-58.26843306809397,31.91927760463989,11984.554542009137,13382.511521618664,122.48924480077838
1442,6,-81.00195421188718,42.41691478390471,514.6286644010277,9524.043670877038,78.83405934719022
1443,6,-55.770689623019535,51.89727084665032,6795.670526522887,13870.515387888316,87.811160180035
1444,6,-41.39165997668616,24.265072633755366,12225.846476800923,12095.48770072764,128.97633590840488
1445,6,-48.33162834189756,38.65418856684307,14794.936516322288,12707.386491639472,105.60906950599333
1446,6,-68.91313928713535,31.06656088972325,13574.484299123278,11390.345905943266,111.785016199227
1447,6,-41.019654193025175,28.53212811462156,1024.4323346986455,13169.175642170156,127.56151175734288
1448,6,-76.21945054555705,52.24647483208295,14337.697616952528,2735.9576126326783,18.33208487887259
1449,6,-80.55721805031615,25.862823343798947,14724.544012884491,6720.781039346105,92.74185766133358
1450,6,-45.31441986554917,36.905488849333125,3680.7975474359455,12038.270407132088,104.77284675629065
1451,6,-48.44695903472584,46.40320488443831,11386.478087566758,5927.512853345449,49.08340836884028
1452,6,-67.42754391470558,51.9054254305595,5565.8217375306895,2363.482581282023,16.673389835941116
1453,6,-57.0088633021604,39.686584856370885,6470.038580689852,6294.610734255101,64.02522586737555
1454,6,-84.7893363002885,37.854226299205486,10915.098765809702,10313.36869553694,92.32154617381465
1455,6,-76.36121437751562,38.79781702479228,6559.046258932151,4831.427163658218,56.65853740772759
1456,6,-57.22091544356118,37.91215815565312,12350.553811958443,1209.667066334269,35.944306466137434
1457,6,-42.398272245943936,33.787400745232766,4401.046226253931,14074.912602290877,123.24405966665638
1458,6,-58.19521023616299,52.90934616465762,3189.689467588005,2554.7660485987544,15.961479904842355
1459,6,-54.3071154181328,41.467622669032274,837.5823816995514,13103.196696756848,102.7471172212384
1460,6,-66.28784932035025,30.977049524890944,585.8261647771817,11939.691844517054,115.34928938416716
1461,6,-63.90139919829207,27.890342119771155,10865.574476067508,11876.86885137756,120.78497081493978
1462,6,-76.0985975138785,48.86793726803283,13072.246256054204,2804.3109891418417,25.12916091864989
1463,6,-83.59886506199248,52.786246609374246,4854.740808147755,6765.752544261719,42.2209046070197
1464,6,-83.41004665933333,47.04357103434008,2353.8396915756502,3931.511638297163,35.53833530857166
1465,6,-63.75089040754753,27.857682426720988,6395.205833495403,13751.825402192782,132.4352780460042
1466,6,-66.8937801825954,25.375911782304623,8012.986736577769,1664.9015637598618,62.41130365507841
1467,6,-63.95011517506135,38.93959942843449,11722.792173819587,3989.442927913066,51.1869080574529
1468,6,-42.46316234320243,33.810193002996726,6154.926736152641,1208.9986456975018,43.67973200016922
1469,6,-59.2876290725019,33.453972168244206,3997.265154680431,6492.8633498024055,77.0102273213442
1470,6,-40.63704228748744,52.69280032044977,10156.448274774615,6708.43437778503,42.042947651163765
1471,6,-83.7869885575226,42.493673233516645,5994.939639338257,5755.46445172471,55.3964906679269
1472,6,-69.14592408354882,25.72057652707079,5022.256556672458,7165.379545252011,95.75821135261171
1473,6,-40.86085428547973,29.522215425453723,2346.3067514011336,8413.330074524018,96.29860959823935
1474,6,-81.76358448649557,24.569918616225507,2485.6130931466923,15750.203605346507,150.99013266133096
1475,6,-41.91641519293928,41.47207868351425,11883.79115380492,7023.590758841445,65.1620313318991
1476,6,-45.00629152990253,33.06401391794879,6221.912963420629,6321.687006003648,76.68799508440797
1477,6,-52.567305526819126,48.20305143951553,10856.90701067081,8758.66990988326,63.186217124526436
1478,6,-76.09218910204821,46.07694529824225,14303.11657672349,10106.2908657155,75.52708048554311
1479,6,-51.82750722204196,47.91308814485623,2052.796192497561,15776.465483799377,107.10873533968014
1480,6,-77.8142746733107,37.02065720163996,12792.443097274252,9605.039899589568,89.51629691808745
1481,6,-67.05605934244309,20.370051571738827,11493.098066670786,199.154783524872,62.796871400846065
1482,6,-65.08728930115369,27.15298599075772,1554.3840768190023,5384.125551945976,82.04602127300059
1483,6,-42.68993566396164,25.987096734716378,6063.948514003621,7109.7285234119945,94.91137657417497
1484,6,-48.02783271293964,36.064117824198846,5281.804311811046,12236.120541300928,107.58320648217223
1485,6,-64.56234454822669,48.54278601559349,13858.823659127884,15305.808672945604,103.01160215056308
1486,6,-53.605054512577965,37.85076024710203,14372.937245454248,9081.366537256705,84.71335736504594
1487,6,-66.89733643356007,46.00322495947176,14562.6569846535,15855.97774536667,111.20369820745248
1488,6,-73.64148553454027,44.85290773574142,3195.169607384232,4282.799944750427,41.84289638054557
1489,6,-62.06770698621433,26.030804490534564,10984.364486827802,13397.387084709631,133.69151394433683
1490,6,-71.58975690696904,43.22200856565957,5788.007461886483,15593.60514263304,114.82961020229466
1491,6,-59.26992221939646,49.104756996149135,10835.814938033122,5567.327467972335,41.759915294274606
1492,6,-40.846267986530336,38.88746821193786,6449.673960543989,6898.163544075426,69.26341743013772
1493,6,-68.43502821968045,39.77894252681485,5490.261057985498,13012.87456821823,105.37504538621721
1494,6,-56.50514258403777,29.165320570850326,13384.278867260076,15801.726310300604,142.6380131986411
1495,6,-63.68267696296631,20.45864950529147,10838.525197158344,9639.393083100063,120.97769735195662
1496,6,-51.2215169047654,47.16743526484442,11892.215782124376,15155.94827641296,104.68035012726753
1497,6,-80.27132264709392,37.18426829335567,3474.113932461142,11894.39772170742,103.35760306251973
1498,6,-63.29071103634075,52.97010270149764,9889.863243271002,10760.02535333368,66.56170910549656
1499,6,-61.15500435476882,48.5694928467568,8866.703499343424,14880.403103795925,100.331875661802
1500,6,-74.23302031998878,23.206217324065392,3938.0322708964673,2542.953868050776,71.93211079275001
1501,6,-70.00409294232809,48.06715877073052,6038.048748989111,7765.6551369764,57.305017189126346
1502,6,-54.60682275493181,26.97538083616159,1061.0910043773845,15009.34916361884,141.87246985267046
1503,6,-40.28403845981763,19.78961989915495,5704.867928150906,13218.397106821853,144.3610370908502
1504,6,-67.6605024773969,38.3110277233353,13066.416000627332,13174.034061873006,109.14078657921407
1505,6,-45.516491843761656,47.413799833075714,4950.024665223273,4291.620250914734,37.06554082940667
1506,6,-74.21556319616857,37.28218376387071,7414.298288302016,14434.797119767718,118.87449478520662
1507,6,-41.43102658426954,48.93345855123978,271.62911401218093,6012.544088672119,44.83490380700815
1508,6,-60.05871151935069,36.596705490796,10991.467791502191,8202.408623989057,81.64685704015187
1509,6,-66.49969160746525,50.983803240152014,686.1227421080506,10171.689304850384,66.67307101197751
1510,6,-77.40147029676113,39.7545198042461,9883.763261741551,4494.209263793224,52.76916975209986
1511,6,-80.2536914540466,39.31332601920779,11855.955871528036,13778.52253185859,110.98586513344627
1512,6,-81.49791022615815,39.070650533075465,7968.4127017655,8973.868623536286,81.74725712849676
1513,6,-71.16718055845794,28.037213472054997,4842.01424563144,14296.651917337636,135.4639905011772
1514,6,-64.91628524549569,50.67048407504136,347.7846018144552,6087.771726038928,42.022462282477996
1515,6,-47.709003896261805,35.911100720401755,1015.9046029857554,16146.500996732477,132.04110099565258
1516,6,-60.60225378209197,32.017476981504174,4154.0206369084535,2524.342983376204,55.1920628745534
1517,6,-46.07467010336341,49.0117925400981,14340.214149176523,13271.418126031198,89.5525733034003
1518,6,-67.8241563774104,33.0004666444782,12050.059104161302,10385.646286232508,101.9263148067098
1519,6,-50.30168910805588,42.67514558933728,10944.58159224982,7588.952433634845,66.38646725817554
1520,6,-79.30711226442864,37.91771105575469,13698.82781764625,3254.167581648847,48.570427615671775
1521,6,-49.02376776732381,40.55310711604365,12950.330407804153,11187.880056375105,92.63447645054484
1522,6,-82.26001053803381,20.2755599520693,4545.179869984737,5796.325334323381,97.57001105806239
1523,6,-63.24963853538469,20.227432160300133,9817.303863192454,13980.44750583227,148.24503851686376
1524,6,-52.122205533605054,25.442345699940947,7311.307711473828,12103.15566253748,126.80245992128746
1525,6,-75.4143428669361,23.96843621898908,1428.7026285870536,11008.136125986828,122.81535148355327
1526,6,-46.15484750096641,49.335220517658,213.85327485992903,1741.5206470207947,17.678626096773883
1527,6,-43.59288747050077,34.60521425441443,5313.627050267562,13071.629482794371,115.49994776930919
1528,6,-59.09873131372767,28.21831547329618,2550.1004910505208,11306.328516147243,116.63977154574548
1529,6,-44.74594820285763,49.09641108132023,14079.577730825426,4542.8180115004525,35.4433995433489
1530,6,-53.470957580895885,44.82100447481509,8355.892233071128,9165.517407698704,72.08207078469994
1531,6,-77.91143069432938,26.48660569233776,1916.6747232933087,2568.3638698777504,65.89975228922502
1532,6,-82.15741951371388,52.248136090197626,6099.692731268853,4798.656750783747,31.07803034795819
1533,6,-78.56364182555649,49.112918688578205,6782.907872443861,5677.88986737185,42.42787722373375
1534,6,-81.4719969799883,32.4274947520421,1719.7112564981646,13478.41764486453,122.12311872191603
1535,6,-73.57822625985172,23.47425942419818,10978.364240632249,13541.401867992558,139.4053068985404
1536,6,-73.255319567128,50.88865051968296,7608.132448356286,7144.3450556075,48.14126983669026
1537,6,-48.71207327451451,30.366001480662025,7033.798760561124,8227.593819508631,93.55856637709894
1538,6,-49.308877719142245,21.8733778835083,14225.616134649465,9505.702379887862,117.48208632667883
1539,6,-43.76921362785121,52.52897265225215,1838.396377006803,471.6698211777135,3.8040160330595394
1540,6,-73.24313093399627,21.14539855513584,2222.7441970044365,13026.942166890458,140.61962418809574
1541,6,-42.43129371722042,50.62688486698482,12113.300351937944,10546.861749999412,69.66535849313725
1542,6,-80.1862516150211,22.979175574461827,1134.4668355290123,12495.352214177516,133.87402948965402
1543,6,-68.69096823395027,29.794500008720732,12696.005206729393,9241.091351268136,100.90107156872705
1544,6,-59.119660982691535,47.93734127633374,1422.2695752306772,5272.390653662514,42.1396482819374
1545,6,-79.21191953475635,38.28259765085379,6450.2812458256585,9554.22321159258,86.82119067175385
1546,6,-83.71822187288011,22.306733755978208,9786.71810693058,2531.89325900613,73.56088646109357
1547,6,-84.71326763377881,31.16075240369544,1022.0025576831248,6714.285264047971,82.70561616786719
1548,6,-40.03335061403054,36.47844505535635,4676.931599540027,15656.67493752504,127.9431351701982
1549,6,-61.85853111694128,26.7212678367126,1435.1848084425085,15127.138256086011,143.0799562574657
1550,6,-70.65156784534662,40.17669801583823,1478.8749310718551,15539.78848423973,120.24285049041022
1551,6,-63.07165612433049,19.4984786260809,6389.6396288246,16149.160522580329,163.02475042608506
1552,6,-44.77292153364631,28.83394810116296,9494.56030364868,5897.206722495996,82.04563408386821
1553,6,-60.23455450424264,26.03601848894092,7664.757794587878,5461.955488166724,84.63455647415964
1554,6,-58.994352624252535,39.57201059717856,5493.336257025917,3143.746477619455,44.766619691992105
1555,6,-59.817739471479065,24.68951383607206,5824.384662163005,11045.521445187638,121.6858979358505
1556,6,-72.7443892735124,32.02926199296117,5089.855648023543,4220.523432783442,65.65353725783083
1557,6,-82.1018148420121,51.063014205501936,8042.1812203348,2493.1657256252447,19.064387355076107
1558,6,-59.84081944177308,42.89762943034256,7922.0304472671505,1944.480712201356,31.0794749358218
1559,6,-76.296685360781,27.171532454767345,14713.202423308989,1754.8870034360325,59.57951990652077
1560,6,-55.736722148675575,39.71385032906532,2915.523140339284,9383.138302286738,83.06327653595572
1561,6,-75.79038300944599,33.90638420256074,14423.73858255879,3041.7820714009777,54.82626172880031
1562,6,-59.15698022793315,39.39916346701087,8930.52581472438,13662.021626866985,110.10384176684435
1563,6,-83.00461051577138,49.12307769598594,14448.674223787808,759.1538668341518,12.00710722494317
1564,6,-57.80306922883815,32.87195277292091,8011.222742474208,7121.553898881864,81.99417215128028
1565,6,-68.95073008000307,34.01061236905434,9958.91216997845,9024.386996510735,91.6067416601125
1566,6,-72.9026266957665,52.479712448608986,3033.887351215762,14766.365865746073,92.24926428202333
1567,6,-74.33230969670927,47.14995467158773,3455.0011703511577,5588.6784614084745,45.580187260243875
1568,6,-63.63417196322415,21.15326745073032,11058.57176410748,7229.313248750858,104.770935504069
1569,6,-41.12532426646127,20.68595176141925,7907.616634201875,13674.527612101649,145.48908506601452
1570,6,-54.330790416203016,32.13005703536262,1037.468258543788,14845.271663684092,131.13253954165214
1571,6,-64.95767903402668,34.90016315388007,9911.014236037963,9736.03523315063,94.32688180791723
1572,6,-60.45879845101577,38.115977225140014,10596.510206186513,3140.5183684533013,47.493900251970345
1573,6,-64.20609892715285,39.26610704885773,8022.361096519442,3478.51849265213,47.412946805411934
1574,6,-48.3753662568275,43.19425897122697,1156.2861557078097,8900.28294704782,73.51204731608101
1575,6,-44.31492459591361,38.80938740784957,9167.217550536128,12769.725664712068,105.70154592626962
1576,6,-45.33287849439376,51.53851642169557,11968.38737550131,6503.455678261744,42.953914513343875
1577,6,-78.63873833416147,19.409515793321784,7247.3515395415325,1061.5814953312374,69.93966879082154
1578,6,-56.30794087906186,22.165221362018404,389.0189787388588,363.9698430848521,60.42844344090631
1579,6,-73.29377230053893,42.45241383793375,11980.432611184731,1205.9931066991862,27.355078391864797
1580,6,-48.84030668098229,35.274730206594256,10246.587492959196,4326.648172285463,60.18594549682702
1581,6,-78.88989199896464,43.65402587934528,10574.12301839406,7992.627443559664,67.03454785197755
1582,6,-69.55454129424086,46.23256870583313,11619.263812101746,13823.00037314452,98.20559779657042
1583,6,-74.94862806297428,36.68491733783266,8141.249111073912,13923.339444069852,116.84020759281891
1584,6,-58.69357597657388,31.61641686445889,776.3004989662902,4028.874054145925,65.24794858157979
1585,6,-70.22408234130737,39.96760274421037,6679.685610390814,12874.650883475686,104.16475317307977
1586,6,-73.11726949858131,41.27204589079842,4328.2315293991605,4035.516191204743,47.07083416413593
1587,6,-42.89843039395553,52.29068590041535,2497.5709184473203,3244.949135458015,21.394630009375508
1588,6,-51.43137295726802,37.93597601613021,3091.34352915258,6024.538868130623,65.65900789118817
1589,6,-45.24040572036152,47.98335716549063,6337.85833312773,15165.561963960312,103.20029488572219
1590,6,-57.35185627386586,45.14584390186456,2427.8892442227293,7252.085137170905,59.6426712579733
1591,6,-44.155147641806586,43.94837864284094,585.0079304723612,13529.100024674037,100.69885834892968
1592,6,-71.3641126672029,45.80225903446333,184.25835711498485,8480.86647550588,65.99897350516461
1593,6,-66.65363996772743,30.37169500407297,10455.148804854958,3324.471584183323,63.242726994433426
1594,6,-47.36461033266165,28.094299125624115,1732.8442704219035,6831.784002495977,89.21761037220269
1595,6,-60.83441865482028,50.43936302638848,8638.936495420146,5964.312411321947,41.69546544777721
1596,6,-82.10776026846096,45.23540538578081,9540.791199143076,11043.424649304628,82.90710499895513
1597,6,-43.43259087776922,36.81916718838273,677.0022362149023,12945.929017959155,110.54575175225604
1598,6,-64.96897461023138,41.16111999983258,11100.861683436333,12746.501460313084,101.12077103134774
1599,6,-54.61077746341773,27.297824674177114,5264.527913560198,15676.378382532366,145.38684298425665
1600,6,-47.56147944382997,40.74056351029704,3394.748328512559,10389.007511850776,87.34313343644266
1601,6,-81.32860385960473,43.094909306524585,5898.046371768049,14105.05836787603,105.869046962383
1602,6,-46.69495464543544,49.8113552087704,9251.183140068311,10469.552261829704,70.72626112110824
1603,6,-63.33245696980924,51.4851217283026,10928.826846190614,5644.639558258686,37.74650974196976
1604,6,-83.36785429295603,38.71048569887945,1398.0772011268652,8074.306592065086,76.86682261969469
1605,6,-49.39077677930218,39.71580892917278,11306.249670688609,15843.658717397217,122.99060617722782
1606,6,-50.76223336201384,32.415606473236096,8925.998555607095,14674.492650582406,129.53822030861497
1607,6,-42.66053980606908,40.13686908054632,2815.9822052457885,3935.496465513423,48.59447775063585
1608,6,-55.33288641034183,42.3549843226766,13457.339349005875,11204.938639681244,89.34014340677531
1609,6,-67.88954783441211,24.960523805446662,10951.997214775416,11721.055013561194,125.34987957583328
1610,6,-65.16780937905918,27.91377716827661,6721.377068078358,4566.568456248694,75.55742950419918
1611,6,-49.913777713737176,51.63893927776616,12700.247867037837,13332.642240858986,84.97410516399019
1612,6,-83.74444014091722,22.69215564933958,11551.086567301089,8531.143192017136,109.91369124474673
1613,6,-56.20076449333912,50.23611897273526,5300.5722523621325,15411.390754484655,100.46921343033596
1614,6,-44.49875732816121,29.488983832337595,7717.883642034707,5493.053427247082,78.3117368986151
1615,6,-69.57556165929556,30.597661381359657,8562.851449853357,7109.387049718742,86.21008742342826
1616,6,-79.67975723682595,39.23786504364832,10752.76866879415,2398.955549967585,40.79369761898891
1617,6,-42.62777660272568,25.169646005671943,11576.950523831789,7772.778547590892,100.55189966331682
1618,6,-72.22005873184013,45.28691299408741,1396.9723054572569,7754.677033544761,62.48291074679781
1619,6,-52.89979186202827,46.96486563716678,5668.352594603244,11950.136953884496,85.2481574804442
1620,6,-50.60628410182299,51.66666147310762,2742.969088893027,10452.453344049629,67.11999869491501
1621,6,-76.17838182237011,26.502271472329763,13936.412925234772,15600.55521329919,146.41924078851525
1622,6,-83.84722370202964,19.564614115112484,12720.437459987525,7053.691528395989,106.68291623367337
1623,6,-72.50918464560682,38.213429850690986,7868.371769199723,16174.178159345149,127.86815009219772
1624,6,-54.27030105808183,21.678685910332657,5247.4207697824895,5527.278515590847,93.25968565344799
1625,6,-43.42673060667225,43.010123178847095,197.963945575774,9342.262157232475,76.59124753213517
1626,6,-58.03087346199459,27.355245592292164,13122.897064265646,8965.658264528021,103.80104836831867
1627,6,-56.24744524840501,34.50327940407192,1473.7815755489669,2204.81848225995,48.52696047492343
1628,6,-79.71453078427189,41.06069797847577,14641.938234258863,13731.26069463588,107.39682211149587
1629,6,-76.80112044428925,48.66408295714379,3219.515728373359,10828.468706443728,75.10930764835922
1630,6,-59.879488113736166,19.30899399636959,14081.494320764576,12077.264089046408,138.21479162780125
1631,6,-80.81005287322223,38.66946222979659,1715.0650456379103,11022.772653373782,95.16803164469327
1632,6,-46.82133135967924,24.452420595262723,5838.309894499558,9106.810480505022,110.1505067969743
1633,6,-40.07787417897129,38.441578136236586,2200.197490656816,857.3918127606703,32.768066650509176
1634,6,-53.30814559229612,28.799548355986676,12865.793881485171,1647.7417980675923,55.84555135039478
1635,6,-61.74793699662936,46.74390616098499,4767.151237317507,3959.931336207232,36.279396497340045
1636,6,-68.3443598297161,49.660626113974544,7236.106662423833,15222.64979602436,100.38848355564775
1637,6,-51.403129604056566,19.326329045458344,11863.511340578816,9704.871358716522,123.51885755944926
1638,6,-53.21592587495584,22.253266156963157,7058.334653912895,3110.732172741888,77.23944199360812
1639,6,-74.33068534519848,41.70350059550587,1749.0027656473965,10384.17160782621,85.49638137529254
1640,6,-55.62291028286355,43.61695131955449,6537.052322945295,15729.977811184326,114.92732401856672
1641,6,-50.93283561294517,48.461903830992966,14436.043934928475,4472.206277564718,36.20414777237029
1642,6,-66.36931455683555,34.85125151460264,8956.32540028114,4447.817171418794,61.73388025577413
1643,6,-75.21986794239011,35.13490092865439,9978.628299167598,12235.605889400156,109.33326495996293
1644,6,-52.07709783127223,33.904319468111964,10725.384290283671,2414.266136624292,50.95162245382498
1645,6,-81.66306195072949,32.852206632382135,13870.626517980283,7883.960531640879,86.7436931170804
1646,6,-40.66852944037031,30.19920622267039,14003.073048725802,5911.009204953615,79.55498540692275
1647,6,-46.572286677828814,34.45882142364946,6526.068507421071,6890.418164376336,77.5714823148702
1648,6,-78.655200474196,52.3529604627228,13148.16873321304,3767.611038450753,24.50758662407979
1649,6,-67.20317190914969,25.92224254792861,5500.134165275815,12013.52215760983,125.34298961558311
1650,6,-44.12612938731289,41.709865055046045,14604.270986226771,9501.905762517194,80.03128600182792
1651,6,-60.6250669525575,34.679460026784994,3438.026124193,16036.25318292959,133.68353439472116
1652,6,-75.28230839607771,30.33039649827106,11752.539608923284,1588.9399695067773,52.59371773857234
1653,6,-53.88539126016895,35.252507030719926,1739.5313999025832,3385.681016921937,54.4119694498782
1654,6,-67.43377221163254,45.96338871937719,9132.984753190702,1040.4504919689864,19.70741577653497
1655,6,-73.38450217457324,43.900694636648296,12791.413347128431,1513.9039992152173,26.525601155402235
1656,6,-73.57787391233528,44.90492747251305,7944.181558427156,4262.166991628203,41.617218286443205
1657,6,-40.44459142917311,33.47025708962751,9069.925037544794,9271.054569404763,94.15087676909545
1658,6,-44.23934693786906,36.04058970296811,6653.087554148701,3984.789083860133,56.62797336369516
1659,6,-74.7816696995921,22.807778451203028,1375.010309209851,16032.849110528748,156.06189378726185
1660,6,-54.2160108757565,33.846076964216124,7890.28598077672,1752.2295247577918,46.96961442139517
1661,6,-53.27730357692976,52.11749271918835,14327.557082106588,6988.294947084559,44.85818899005543
1662,6,-55.144135685382295,20.48538130345376,9193.835953790523,791.9990288257519,66.24350521131788
1663,6,-60.30451901589623,39.65354716901646,2321.3379241136963,9185.052976562412,81.9527351914287
1664,6,-80.56366809852189,23.74599577323776,1798.2724931580929,12418.933504044711,131.95487204862164
1665,6,-78.47187641820474,41.91318869050161,12362.536175330451,15433.957974069555,116.3123383860576
1666,6,-59.49947844180341,50.871749080501786,5498.319428218777,10294.51482593797,67.64365090368275
1667,6,-74.73735778540757,23.887771857418198,8423.851560841382,7036.708048275591,98.42104375838088
1668,6,-44.483448169324056,20.86622290609981,4281.041938122719,7581.397895400761,107.48868507782066
1669,6,-55.72772565726781,42.65797159426817,12573.047444346776,8469.020360158373,71.85837313951785
1670,6,-66.55134349694147,36.04094587157203,1406.0822037650437,949.9443880796218,37.8696081625047
1671,6,-41.5708704315982,39.87636231866344,9921.780452111736,10452.791435307803,89.36793582223369
1672,6,-72.60812767565972,21.215631425766446,4995.923631085438,15974.015989749996,158.70231047795227
1673,6,-42.12288819822008,41.6862039208773,1707.7865348066653,4250.978649660987,47.62112896355329
1674,6,-68.71064104517784,48.59092300277805,4733.76103306824,2659.91419372592,24.75934519477689
1675,6,-64.25434291709867,37.319852022653535,10511.112099545417,13773.474563099568,114.71593646435406
1676,6,-81.48235249755089,41.38275140746201,13676.90597590987,9693.49343027628,81.8326418911299
1677,6,-68.6116573028431,45.19952346123075,3058.256070920103,14536.628949865002,104.56551765962968
1678,6,-40.69217983859215,48.491948764254346,8021.859389639966,8609.649812332387,61.72006809196814
1679,6,-67.54931520135153,44.80737847622461,9601.292038774476,1263.0665394380803,23.264506949953567
1680,6,-70.24415080822155,50.86014916614358,927.1084846732044,5737.173332724039,39.497633724631285
1681,6,-64.93141048900314,46.97568397057967,12562.160077932229,5811.685008126857,47.287353263020314
1682,6,-50.175787982447766,39.33721222819244,7091.616925207212,2021.0951081571,38.27077960917384
1683,6,-53.28615681550269,21.674191801464648,9024.158729574056,6594.531794308242,99.86461782564521
1684,6,-57.67790676360886,48.8597452065001,7867.695627687528,14083.176811218616,94.85675310923088
1685,6,-79.62344988744354,46.2748174930846,9745.83453150564,4113.411369122624,38.113095054654934
1686,6,-61.74208164594904,52.468519254912096,1641.687741358659,2975.5560847616307,19.39403746008067
1687,6,-45.93865472305737,26.61224439066123,10906.972714033784,7425.80815974208,95.68546990929701
1688,6,-72.33573915129199,22.83517452049957,11094.634990770612,10851.56028242276,123.98582099429078
1689,6,-63.98749594834185,35.31270068519741,12015.342781567926,15393.280657537429,128.51467198550034
1690,6,-56.90837044453511,30.459556153949013,8840.747072651571,14180.138940011297,130.17339207650573
1691,6,-76.40999523945995,27.36228270488575,1609.9180218934384,15740.444024441931,145.6611993965388
1692,6,-65.25980620332771,21.51627368213532,6182.55606958677,11426.051848810956,130.025116435192
1693,6,-82.0399147654175,19.168229474901327,11785.243940118542,9705.92698096506,123.8236831999092
1694,6,-50.99377877372681,23.3369330260235,4878.794961881279,6083.890054474615,93.57120837102228
1695,6,-52.2444050813568,46.14687498852565,14157.619463620294,3846.999083059462,36.707861524953216
1696,6,-63.21393582215848,51.08059139112324,12510.537402999613,3211.317793584335,23.469959429006984
